,date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
1039,2021-07-01,goa,4-wheelers,10,982
1040,2021-07-01,gujarat,2-wheelers,358,68641
1041,2021-07-01,gujarat,4-wheelers,53,23792
1042,2021-07-01,haryana,2-wheelers,134,24476
1043,2021-07-01,haryana,4-wheelers,6,14524
1044,2021-07-01,himachal pradesh,2-wheelers,18,6543
1045,2021-07-01,himachal pradesh,4-wheelers,2,3811
1046,2021-07-01,jammu and kashmir,2-wheelers,203,10104
1047,2021-07-01,jammu and kashmir,4-wheelers,1,5336
1048,2021-07-01,jharkhand,2-wheelers,108,29512
1049,2021-07-01,jharkhand,4-wheelers,4,5020
1050,2021-07-01,karnataka,2-wheelers,3384,84001
1051,2021-07-01,karnataka,4-wheelers,196,21640
1052,2021-07-01,kerala,2-wheelers,456,41455
1053,2021-07-01,kerala,4-wheelers,139,18406
1054,2021-07-01,ladakh,2-wheelers,0,51
1055,2021-07-01,ladakh,4-wheelers,0,552
1056,2021-07-01,madhya pradesh,2-wheelers,469,99094
1057,2021-07-01,madhya pradesh,4-wheelers,17,14581
1058,2021-07-01,maharashtra,2-wheelers,2101,146083
1059,2021-07-01,maharashtra,4-wheelers,286,38063
1060,2021-07-01,manipur,2-wheelers,0,474
1061,2021-07-01,manipur,4-wheelers,0,68
1062,2021-07-01,meghalaya,2-wheelers,0,726
1063,2021-07-01,meghalaya,4-wheelers,1,759
1064,2021-07-01,mizoram,2-wheelers,0,1096
1065,2021-07-01,mizoram,4-wheelers,0,219
1066,2021-07-01,nagaland,2-wheelers,0,583
1067,2021-07-01,nagaland,4-wheelers,0,1039
1068,2021-07-01,odisha,2-wheelers,324,38080
1069,2021-07-01,odisha,4-wheelers,3,5552
1070,2021-07-01,puducherry,2-wheelers,38,3592
1071,2021-07-01,puducherry,4-wheelers,0,866
1072,2021-07-01,punjab,2-wheelers,318,27261
1073,2021-07-01,punjab,4-wheelers,3,9328
1074,2021-07-01,rajasthan,2-wheelers,1378,67308
1075,2021-07-01,rajasthan,4-wheelers,52,14374
1076,2021-07-01,sikkim,2-wheelers,0,458
1077,2021-07-01,sikkim,4-wheelers,0,452
1078,2021-07-01,tamil nadu,2-wheelers,2801,122808
1079,2021-07-01,tamil nadu,4-wheelers,88,20857
1080,2021-07-01,tripura,2-wheelers,0,2211
1081,2021-07-01,tripura,4-wheelers,0,352
1082,2021-07-01,uttar pradesh,2-wheelers,303,215180
1083,2021-07-01,uttar pradesh,4-wheelers,8,27999
1084,2021-07-01,uttarakhand,2-wheelers,76,12268
1085,2021-07-01,uttarakhand,4-wheelers,11,4182
1086,2021-07-01,west bengal,2-wheelers,36,76665
1087,2021-07-01,west bengal,4-wheelers,37,8919
1088,2022-07-01,andaman & nicobar island,2-wheelers,0,385
1089,2022-07-01,andaman & nicobar island,4-wheelers,0,127
1090,2022-07-01,andhra pradesh,2-wheelers,1921,42632
1091,2022-07-01,andhra pradesh,4-wheelers,63,6757
1092,2022-07-01,arunachal pradesh,2-wheelers,0,1181
1093,2022-07-01,arunachal pradesh,4-wheelers,1,947
1094,2022-07-01,assam,2-wheelers,120,26803
1095,2022-07-01,assam,4-wheelers,11,6769
1096,2022-07-01,bihar,2-wheelers,638,62773
1097,2022-07-01,bihar,4-wheelers,10,5215
1098,2022-07-01,chandigarh,2-wheelers,58,2086
1099,2022-07-01,chandigarh,4-wheelers,21,2709
1100,2022-07-01,chhattisgarh,2-wheelers,1309,26466
1101,2022-07-01,chhattisgarh,4-wheelers,29,4394
1102,2022-07-01,delhi,2-wheelers,2658,30654
1103,2022-07-01,delhi,4-wheelers,438,16056
1104,2022-07-01,dnh and dd,2-wheelers,9,735
1105,2022-07-01,dnh and dd,4-wheelers,0,344
1106,2022-07-01,goa,2-wheelers,579,2801
1107,2022-07-01,goa,4-wheelers,107,1545
1108,2022-07-01,gujarat,2-wheelers,5592,83341
1109,2022-07-01,gujarat,4-wheelers,308,24735
1110,2022-07-01,haryana,2-wheelers,710,30657
1111,2022-07-01,haryana,4-wheelers,135,17539
1112,2022-07-01,himachal pradesh,2-wheelers,92,5377
1113,2022-07-01,himachal pradesh,4-wheelers,6,3618
1114,2022-07-01,jammu and kashmir,2-wheelers,316,8717
1115,2022-07-01,jammu and kashmir,4-wheelers,9,4577
1116,2022-07-01,jharkhand,2-wheelers,589,32122
1117,2022-07-01,jharkhand,4-wheelers,7,4187
1118,2022-07-01,karnataka,2-wheelers,5689,77333
1119,2022-07-01,karnataka,4-wheelers,358,19322
1120,2022-07-01,kerala,2-wheelers,1964,37691
1121,2022-07-01,kerala,4-wheelers,292,14993
1122,2022-07-01,ladakh,2-wheelers,0,314
1123,2022-07-01,ladakh,4-wheelers,1,285
1124,2022-07-01,madhya pradesh,2-wheelers,1722,81579
1125,2022-07-01,madhya pradesh,4-wheelers,45,11437
1126,2022-07-01,maharashtra,2-wheelers,8446,111895
1127,2022-07-01,maharashtra,4-wheelers,1098,35100
1128,2022-07-01,manipur,2-wheelers,21,4103
1129,2022-07-01,manipur,4-wheelers,0,775
1130,2022-07-01,meghalaya,2-wheelers,3,1363
1131,2022-07-01,meghalaya,4-wheelers,2,1053
1132,2022-07-01,mizoram,2-wheelers,1,1427
1133,2022-07-01,mizoram,4-wheelers,0,319
1134,2022-07-01,nagaland,2-wheelers,0,505
1135,2022-07-01,nagaland,4-wheelers,0,591
1136,2022-07-01,odisha,2-wheelers,1816,32549
1137,2022-07-01,odisha,4-wheelers,29,5336
1138,2022-07-01,puducherry,2-wheelers,71,3298
1139,2022-07-01,puducherry,4-wheelers,5,681
1140,2022-07-01,punjab,2-wheelers,603,27082
1141,2022-07-01,punjab,4-wheelers,7,9415
1142,2022-07-01,rajasthan,2-wheelers,4574,63752
1143,2022-07-01,rajasthan,4-wheelers,102,12817
1144,2022-07-01,sikkim,2-wheelers,0,409
1145,2022-07-01,sikkim,4-wheelers,0,439
1146,2022-07-01,tamil nadu,2-wheelers,4180,103800
1147,2022-07-01,tamil nadu,4-wheelers,176,17830
1148,2022-07-01,tripura,2-wheelers,2,2632
1149,2022-07-01,tripura,4-wheelers,0,402
1150,2022-07-01,uttar pradesh,2-wheelers,1828,153826
1151,2022-07-01,uttar pradesh,4-wheelers,19,27276
1152,2022-07-01,uttarakhand,2-wheelers,404,12603
1153,2022-07-01,uttarakhand,4-wheelers,34,3820
1154,2022-07-01,west bengal,2-wheelers,689,62610
1155,2022-07-01,west bengal,4-wheelers,93,8312
1156,2023-07-01,andaman & nicobar island,2-wheelers,0,424
1157,2023-07-01,andaman & nicobar island,4-wheelers,3,163
1158,2023-07-01,andhra pradesh,2-wheelers,1361,50877
1159,2023-07-01,andhra pradesh,4-wheelers,157,6820
1160,2023-07-01,arunachal pradesh,2-wheelers,0,1315
1161,2023-07-01,arunachal pradesh,4-wheelers,2,1069
1162,2023-07-01,assam,2-wheelers,168,32074
1163,2023-07-01,assam,4-wheelers,23,7381
1164,2023-07-01,bihar,2-wheelers,614,69583
1165,2023-07-01,bihar,4-wheelers,58,5189
1166,2023-07-01,chandigarh,2-wheelers,134,1813
1167,2023-07-01,chandigarh,4-wheelers,71,2326
1168,2023-07-01,chhattisgarh,2-wheelers,1584,28753
1169,2023-07-01,chhattisgarh,4-wheelers,94,3346
1170,2023-07-01,delhi,2-wheelers,2068,31269
1171,2023-07-01,delhi,4-wheelers,831,15285
1172,2023-07-01,dnh and dd,2-wheelers,5,856
1173,2023-07-01,dnh and dd,4-wheelers,4,391
1174,2023-07-01,goa,2-wheelers,517,2877
1175,2023-07-01,goa,4-wheelers,84,1739
1176,2023-07-01,gujarat,2-wheelers,5300,98394
1177,2023-07-01,gujarat,4-wheelers,692,27755
1178,2023-07-01,haryana,2-wheelers,152,15523
1179,2023-07-01,haryana,4-wheelers,92,11915
1180,2023-07-01,himachal pradesh,2-wheelers,40,5450
1181,2023-07-01,himachal pradesh,4-wheelers,12,3956
1182,2023-07-01,jammu and kashmir,2-wheelers,116,8604
1183,2023-07-01,jammu and kashmir,4-wheelers,11,4435
1184,2023-07-01,jharkhand,2-wheelers,447,32370
1185,2023-07-01,jharkhand,4-wheelers,31,4010
1186,2023-07-01,karnataka,2-wheelers,9632,95036
1187,2023-07-01,karnataka,4-wheelers,1221,23154
1188,2023-07-01,kerala,2-wheelers,3937,34948
1189,2023-07-01,kerala,4-wheelers,871,14002
1190,2023-07-01,ladakh,2-wheelers,1,117
1191,2023-07-01,ladakh,4-wheelers,0,301
1192,2023-07-01,madhya pradesh,2-wheelers,1971,69937
1193,2023-07-01,madhya pradesh,4-wheelers,138,10811
1194,2023-07-01,maharashtra,2-wheelers,9822,126943
1195,2023-07-01,maharashtra,4-wheelers,1103,36082
1196,2023-07-01,manipur,2-wheelers,6,1145
1197,2023-07-01,manipur,4-wheelers,6,427
1198,2023-07-01,meghalaya,2-wheelers,20,2030
1199,2023-07-01,meghalaya,4-wheelers,3,1030
1200,2023-07-01,mizoram,2-wheelers,6,1721
1201,2023-07-01,mizoram,4-wheelers,0,439
1202,2023-07-01,nagaland,2-wheelers,1,599
1203,2023-07-01,nagaland,4-wheelers,1,739
1204,2023-07-01,odisha,2-wheelers,2805,38394
1205,2023-07-01,odisha,4-wheelers,134,5745
1206,2023-07-01,puducherry,2-wheelers,189,3909
1207,2023-07-01,puducherry,4-wheelers,7,809
1208,2023-07-01,punjab,2-wheelers,445,33588
1209,2023-07-01,punjab,4-wheelers,92,10766
1210,2023-07-01,rajasthan,2-wheelers,3763,76511
1211,2023-07-01,rajasthan,4-wheelers,405,14064
1212,2023-07-01,sikkim,2-wheelers,0,423
1213,2023-07-01,sikkim,4-wheelers,0,371
1214,2023-07-01,tamil nadu,2-wheelers,5839,119322
1215,2023-07-01,tamil nadu,4-wheelers,630,20553
1216,2023-07-01,tripura,2-wheelers,6,2942
1217,2023-07-01,tripura,4-wheelers,2,578
1218,2023-07-01,uttar pradesh,2-wheelers,2326,158970
1219,2023-07-01,uttar pradesh,4-wheelers,420,29214
1220,2023-07-01,uttarakhand,2-wheelers,408,13216
1221,2023-07-01,uttarakhand,4-wheelers,53,4216
1222,2023-07-01,west bengal,2-wheelers,509,67367
1223,2023-07-01,west bengal,4-wheelers,179,8111
1224,2021-06-01,andaman & nicobar island,2-wheelers,0,2
1225,2021-06-01,andhra pradesh,2-wheelers,369,53867
1226,2021-06-01,andhra pradesh,4-wheelers,39,6098
1227,2021-06-01,arunachal pradesh,2-wheelers,0,727
1228,2021-06-01,arunachal pradesh,4-wheelers,0,565
1229,2021-06-01,assam,2-wheelers,6,22586
1230,2021-06-01,assam,4-wheelers,1,3842
1231,2021-06-01,bihar,2-wheelers,67,100771
1232,2021-06-01,bihar,4-wheelers,4,5692
1233,2021-06-01,chandigarh,2-wheelers,2,1314
1234,2021-06-01,chandigarh,4-wheelers,12,2050
1235,2021-06-01,chhattisgarh,2-wheelers,138,31808
1236,2021-06-01,chhattisgarh,4-wheelers,5,4526
1237,2021-06-01,delhi,2-wheelers,205,22186
1238,2021-06-01,delhi,4-wheelers,148,12914
1239,2021-06-01,dnh and dd,2-wheelers,2,627
1240,2021-06-01,dnh and dd,4-wheelers,1,234
1241,2021-06-01,goa,2-wheelers,17,1533
1242,2021-06-01,goa,4-wheelers,14,749
1243,2021-06-01,gujarat,2-wheelers,207,59121
1244,2021-06-01,gujarat,4-wheelers,61,19359
1245,2021-06-01,haryana,2-wheelers,74,31957
1246,2021-06-01,haryana,4-wheelers,4,13420
1247,2021-06-01,himachal pradesh,2-wheelers,25,5098
1248,2021-06-01,himachal pradesh,4-wheelers,1,3193
1249,2021-06-01,jammu and kashmir,2-wheelers,87,8677
1250,2021-06-01,jammu and kashmir,4-wheelers,1,4469
1251,2021-06-01,jharkhand,2-wheelers,42,33533
1252,2021-06-01,jharkhand,4-wheelers,4,4405
1253,2021-06-01,karnataka,2-wheelers,560,19402
1254,2021-06-01,karnataka,4-wheelers,71,8030
1255,2021-06-01,kerala,2-wheelers,184,17828
1256,2021-06-01,kerala,4-wheelers,140,10018
1257,2021-06-01,ladakh,2-wheelers,0,3
1258,2021-06-01,ladakh,4-wheelers,0,112
1259,2021-06-01,madhya pradesh,2-wheelers,227,90928
1260,2021-06-01,madhya pradesh,4-wheelers,13,12092
1261,2021-06-01,maharashtra,2-wheelers,891,75098
1262,2021-06-01,maharashtra,4-wheelers,190,24817
1263,2021-06-01,manipur,2-wheelers,0,89
1264,2021-06-01,manipur,4-wheelers,0,18
1265,2021-06-01,meghalaya,2-wheelers,0,354
1266,2021-06-01,meghalaya,4-wheelers,0,246
1267,2021-06-01,mizoram,2-wheelers,0,648
1268,2021-06-01,mizoram,4-wheelers,0,298
1269,2021-06-01,nagaland,2-wheelers,0,42
1270,2021-06-01,nagaland,4-wheelers,0,54
1271,2021-06-01,odisha,2-wheelers,147,23193
1272,2021-06-01,odisha,4-wheelers,2,3041
1273,2021-06-01,puducherry,2-wheelers,31,2559
1274,2021-06-01,puducherry,4-wheelers,0,445
1275,2021-06-01,punjab,2-wheelers,71,23393
1276,2021-06-01,punjab,4-wheelers,3,7126
1277,2021-06-01,rajasthan,2-wheelers,515,59809
1278,2021-06-01,rajasthan,4-wheelers,34,12070
1279,2021-06-01,sikkim,2-wheelers,0,229
1280,2021-06-01,sikkim,4-wheelers,0,244
1281,2021-06-01,tamil nadu,2-wheelers,660,45197
1282,2021-06-01,tamil nadu,4-wheelers,42,7793
1283,2021-06-01,tripura,2-wheelers,1,1523
1284,2021-06-01,tripura,4-wheelers,0,185
1285,2021-06-01,uttar pradesh,2-wheelers,92,264409
1286,2021-06-01,uttar pradesh,4-wheelers,3,25704
1287,2021-06-01,uttarakhand,2-wheelers,37,9766
1288,2021-06-01,uttarakhand,4-wheelers,7,2972
1289,2021-06-01,west bengal,2-wheelers,12,67354
1290,2021-06-01,west bengal,4-wheelers,18,6316
1291,2022-06-01,andaman & nicobar island,2-wheelers,0,423
1292,2022-06-01,andaman & nicobar island,4-wheelers,0,115
1293,2022-06-01,andhra pradesh,2-wheelers,1733,37538
1294,2022-06-01,andhra pradesh,4-wheelers,47,6652
1295,2022-06-01,arunachal pradesh,2-wheelers,0,1253
1296,2022-06-01,arunachal pradesh,4-wheelers,0,1021
1297,2022-06-01,assam,2-wheelers,101,21695
1298,2022-06-01,assam,4-wheelers,9,5825
1299,2022-06-01,bihar,2-wheelers,716,79768
1300,2022-06-01,bihar,4-wheelers,16,5543
1301,2022-06-01,chandigarh,2-wheelers,63,1808
1302,2022-06-01,chandigarh,4-wheelers,19,1993
1303,2022-06-01,chhattisgarh,2-wheelers,1038,28027
1304,2022-06-01,chhattisgarh,4-wheelers,32,3933
1305,2022-06-01,delhi,2-wheelers,2755,27696
1306,2022-06-01,delhi,4-wheelers,267,14908
1307,2022-06-01,dnh and dd,2-wheelers,1,767
1308,2022-06-01,dnh and dd,4-wheelers,4,369
1309,2022-06-01,goa,2-wheelers,365,3042
1310,2022-06-01,goa,4-wheelers,74,1342
1311,2022-06-01,gujarat,2-wheelers,5322,83549
1312,2022-06-01,gujarat,4-wheelers,337,26192
1313,2022-06-01,haryana,2-wheelers,966,30435
1314,2022-06-01,haryana,4-wheelers,26,17365
1315,2022-06-01,himachal pradesh,2-wheelers,104,5610
1316,2022-06-01,himachal pradesh,4-wheelers,2,3457
1317,2022-06-01,jammu and kashmir,2-wheelers,159,8064
1318,2022-06-01,jammu and kashmir,4-wheelers,4,4239
1319,2022-06-01,jharkhand,2-wheelers,461,32650
1320,2022-06-01,jharkhand,4-wheelers,19,4097
1321,2022-06-01,karnataka,2-wheelers,6800,91707
1322,2022-06-01,karnataka,4-wheelers,359,22817
1323,2022-06-01,kerala,2-wheelers,2568,44015
1324,2022-06-01,kerala,4-wheelers,345,16486
1325,2022-06-01,ladakh,2-wheelers,14,590
1326,2022-06-01,ladakh,4-wheelers,0,310
1327,2022-06-01,madhya pradesh,2-wheelers,1434,83413
1328,2022-06-01,madhya pradesh,4-wheelers,42,12480
1329,2022-06-01,maharashtra,2-wheelers,7880,115725
1330,2022-06-01,maharashtra,4-wheelers,1082,35587
1331,2022-06-01,manipur,2-wheelers,13,3391
1332,2022-06-01,manipur,4-wheelers,0,1029
1333,2022-06-01,meghalaya,2-wheelers,2,1291
1334,2022-06-01,meghalaya,4-wheelers,1,1087
1335,2022-06-01,mizoram,2-wheelers,2,1750
1336,2022-06-01,mizoram,4-wheelers,0,373
1337,2022-06-01,nagaland,2-wheelers,0,594
1338,2022-06-01,nagaland,4-wheelers,0,735
1339,2022-06-01,odisha,2-wheelers,1693,39143
1340,2022-06-01,odisha,4-wheelers,32,5778
1341,2022-06-01,puducherry,2-wheelers,85,3331
1342,2022-06-01,puducherry,4-wheelers,9,808
1343,2022-06-01,punjab,2-wheelers,514,28256
1344,2022-06-01,punjab,4-wheelers,3,9388
1345,2022-06-01,rajasthan,2-wheelers,3427,58281
1346,2022-06-01,rajasthan,4-wheelers,136,13559
1347,2022-06-01,sikkim,2-wheelers,0,429
1348,2022-06-01,sikkim,4-wheelers,0,446
1349,2022-06-01,tamil nadu,2-wheelers,3749,110740
1350,2022-06-01,tamil nadu,4-wheelers,199,20592
1351,2022-06-01,tripura,2-wheelers,21,2761
1352,2022-06-01,tripura,4-wheelers,0,354
1353,2022-06-01,uttar pradesh,2-wheelers,1361,198411
1354,2022-06-01,uttar pradesh,4-wheelers,17,27820
1355,2022-06-01,uttarakhand,2-wheelers,374,13121
1356,2022-06-01,uttarakhand,4-wheelers,38,3959
1357,2022-06-01,west bengal,2-wheelers,660,67878
1358,2022-06-01,west bengal,4-wheelers,91,8407
1359,2023-06-01,andaman & nicobar island,2-wheelers,0,373
1360,2023-06-01,andaman & nicobar island,4-wheelers,1,136
1361,2023-06-01,andhra pradesh,2-wheelers,1004,45618
1362,2023-06-01,andhra pradesh,4-wheelers,156,6611
1363,2023-06-01,arunachal pradesh,2-wheelers,0,1141
1364,2023-06-01,arunachal pradesh,4-wheelers,0,1089
1365,2023-06-01,assam,2-wheelers,177,31855
1366,2023-06-01,assam,4-wheelers,28,6751
1367,2023-06-01,bihar,2-wheelers,520,90944
1368,2023-06-01,bihar,4-wheelers,52,6134
1369,2023-06-01,chandigarh,2-wheelers,135,2638
1370,2023-06-01,chandigarh,4-wheelers,77,2597
1371,2023-06-01,chhattisgarh,2-wheelers,1245,30378
1372,2023-06-01,chhattisgarh,4-wheelers,114,3650
1373,2023-06-01,delhi,2-wheelers,1787,28279
1374,2023-06-01,delhi,4-wheelers,935,15723
1375,2023-06-01,dnh and dd,2-wheelers,5,765
1376,2023-06-01,dnh and dd,4-wheelers,1,370
1377,2023-06-01,goa,2-wheelers,531,3485
1378,2023-06-01,goa,4-wheelers,75,1699
1379,2023-06-01,gujarat,2-wheelers,4019,80898
1380,2023-06-01,gujarat,4-wheelers,698,24829
1381,2023-06-01,haryana,2-wheelers,408,33317
1382,2023-06-01,haryana,4-wheelers,263,21135
1383,2023-06-01,himachal pradesh,2-wheelers,59,5397
1384,2023-06-01,himachal pradesh,4-wheelers,19,3448
1385,2023-06-01,jammu and kashmir,2-wheelers,166,7915
1386,2023-06-01,jammu and kashmir,4-wheelers,18,4437
1387,2023-06-01,jharkhand,2-wheelers,390,36415
1388,2023-06-01,jharkhand,4-wheelers,48,4320
1389,2023-06-01,karnataka,2-wheelers,7730,101825
1390,2023-06-01,karnataka,4-wheelers,1142,24603
1391,2023-06-01,kerala,2-wheelers,4020,38025
1392,2023-06-01,kerala,4-wheelers,885,14389
1393,2023-06-01,ladakh,2-wheelers,2,208
1394,2023-06-01,ladakh,4-wheelers,0,304
1395,2023-06-01,madhya pradesh,2-wheelers,1671,78536
1396,2023-06-01,madhya pradesh,4-wheelers,107,10927
1397,2023-06-01,maharashtra,2-wheelers,8451,119809
1398,2023-06-01,maharashtra,4-wheelers,1360,36069
1399,2023-06-01,manipur,2-wheelers,4,270
1400,2023-06-01,manipur,4-wheelers,0,220
1401,2023-06-01,meghalaya,2-wheelers,1,1969
1402,2023-06-01,meghalaya,4-wheelers,2,950
1403,2023-06-01,mizoram,2-wheelers,4,1795
1404,2023-06-01,mizoram,4-wheelers,0,383
1405,2023-06-01,nagaland,2-wheelers,0,650
1406,2023-06-01,nagaland,4-wheelers,0,620
1407,2023-06-01,odisha,2-wheelers,2131,43202
1408,2023-06-01,odisha,4-wheelers,89,5873
1409,2023-06-01,puducherry,2-wheelers,140,3591
1410,2023-06-01,puducherry,4-wheelers,8,910
1411,2023-06-01,punjab,2-wheelers,534,30214
1412,2023-06-01,punjab,4-wheelers,76,10547
1413,2023-06-01,rajasthan,2-wheelers,3261,69235
1414,2023-06-01,rajasthan,4-wheelers,380,15534
1415,2023-06-01,sikkim,2-wheelers,0,517
1416,2023-06-01,sikkim,4-wheelers,0,457
1417,2023-06-01,tamil nadu,2-wheelers,4720,121451
1418,2023-06-01,tamil nadu,4-wheelers,572,22976
1419,2023-06-01,tripura,2-wheelers,8,2709
1420,2023-06-01,tripura,4-wheelers,2,375
1421,2023-06-01,uttar pradesh,2-wheelers,1932,219233
1422,2023-06-01,uttar pradesh,4-wheelers,393,30578
1423,2023-06-01,uttarakhand,2-wheelers,324,13374
1424,2023-06-01,uttarakhand,4-wheelers,42,4393
1425,2023-06-01,west bengal,2-wheelers,462,64854
1426,2023-06-01,west bengal,4-wheelers,247,8471
1427,2022-03-01,andaman & nicobar island,2-wheelers,0,383
1428,2022-03-01,andaman & nicobar island,4-wheelers,2,108
1429,2022-03-01,andhra pradesh,2-wheelers,3169,51588
1430,2022-03-01,andhra pradesh,4-wheelers,55,7288
1431,2022-03-01,arunachal pradesh,2-wheelers,0,1111
1432,2022-03-01,arunachal pradesh,4-wheelers,0,679
1433,2022-03-01,assam,2-wheelers,179,29698
1434,2022-03-01,assam,4-wheelers,2,7281
1435,2022-03-01,bihar,2-wheelers,1328,85165
1436,2022-03-01,bihar,4-wheelers,12,6694
1437,2022-03-01,chandigarh,2-wheelers,55,1883
1438,2022-03-01,chandigarh,4-wheelers,14,2279
1439,2022-03-01,chhattisgarh,2-wheelers,959,31244
1440,2022-03-01,chhattisgarh,4-wheelers,19,4200
1441,2022-03-01,delhi,2-wheelers,3491,28871
1442,2022-03-01,delhi,4-wheelers,220,13385
1443,2022-03-01,dnh and dd,2-wheelers,5,757
1444,2022-03-01,dnh and dd,4-wheelers,1,355
1445,2022-03-01,goa,2-wheelers,235,4381
1446,2022-03-01,goa,4-wheelers,91,1474
1447,2022-03-01,gujarat,2-wheelers,4507,79333
1448,2022-03-01,gujarat,4-wheelers,249,26077
1449,2022-03-01,haryana,2-wheelers,1025,30295
1450,2022-03-01,haryana,4-wheelers,13,18621
1451,2022-03-01,himachal pradesh,2-wheelers,61,3565
1452,2022-03-01,himachal pradesh,4-wheelers,3,3371
1453,2022-03-01,jammu and kashmir,2-wheelers,227,5680
1454,2022-03-01,jammu and kashmir,4-wheelers,4,4854
1455,2022-03-01,jharkhand,2-wheelers,607,38435
1456,2022-03-01,jharkhand,4-wheelers,5,5062
1457,2022-03-01,karnataka,2-wheelers,7288,91537
1458,2022-03-01,karnataka,4-wheelers,230,22167
1459,2022-03-01,kerala,2-wheelers,2880,50610
1460,2022-03-01,kerala,4-wheelers,331,16628
1461,2022-03-01,ladakh,2-wheelers,0,49
1462,2022-03-01,ladakh,4-wheelers,0,49
1463,2022-03-01,madhya pradesh,2-wheelers,1580,76256
1464,2022-03-01,madhya pradesh,4-wheelers,35,11616
1465,2022-03-01,maharashtra,2-wheelers,9687,130070
1466,2022-03-01,maharashtra,4-wheelers,2060,39762
1467,2022-03-01,manipur,2-wheelers,2,3508
1468,2022-03-01,manipur,4-wheelers,0,717
1469,2022-03-01,meghalaya,2-wheelers,0,1687
1470,2022-03-01,meghalaya,4-wheelers,0,1104
1471,2022-03-01,mizoram,2-wheelers,0,1848
1472,2022-03-01,mizoram,4-wheelers,0,413
1473,2022-03-01,nagaland,2-wheelers,0,541
1474,2022-03-01,nagaland,4-wheelers,0,632
1475,2022-03-01,odisha,2-wheelers,2363,47801
1476,2022-03-01,odisha,4-wheelers,31,6098
1477,2022-03-01,puducherry,2-wheelers,181,3913
1478,2022-03-01,puducherry,4-wheelers,3,817
1479,2022-03-01,punjab,2-wheelers,716,31497
1480,2022-03-01,punjab,4-wheelers,4,10836
1481,2022-03-01,rajasthan,2-wheelers,3080,60106
1482,2022-03-01,rajasthan,4-wheelers,89,13751
1483,2022-03-01,sikkim,2-wheelers,0,460
1484,2022-03-01,sikkim,4-wheelers,0,390
1485,2022-03-01,tamil nadu,2-wheelers,7708,124272
1486,2022-03-01,tamil nadu,4-wheelers,168,20604
1487,2022-03-01,tripura,2-wheelers,18,3504
1488,2022-03-01,tripura,4-wheelers,0,484
1489,2022-03-01,uttar pradesh,2-wheelers,1986,180927
1490,2022-03-01,uttar pradesh,4-wheelers,18,29324
1491,2022-03-01,uttarakhand,2-wheelers,435,11692
1492,2022-03-01,uttarakhand,4-wheelers,20,4026
1493,2022-03-01,west bengal,2-wheelers,626,73783
1494,2022-03-01,west bengal,4-wheelers,41,8539
1495,2023-03-01,andaman & nicobar island,2-wheelers,1,373
1496,2023-03-01,andaman & nicobar island,4-wheelers,1,162
1497,2023-03-01,andhra pradesh,2-wheelers,3515,54298
1498,2023-03-01,andhra pradesh,4-wheelers,173,7764
1499,2023-03-01,arunachal pradesh,2-wheelers,0,1131
1500,2023-03-01,arunachal pradesh,4-wheelers,0,1048
1501,2023-03-01,assam,2-wheelers,221,41575
1502,2023-03-01,assam,4-wheelers,20,8324
1503,2023-03-01,bihar,2-wheelers,1302,92334
1504,2023-03-01,bihar,4-wheelers,47,6322
1505,2023-03-01,chandigarh,2-wheelers,362,663
1506,2023-03-01,chandigarh,4-wheelers,131,2589
1507,2023-03-01,chhattisgarh,2-wheelers,2188,33362
1508,2023-03-01,chhattisgarh,4-wheelers,95,5119
1509,2023-03-01,delhi,2-wheelers,3782,30396
1510,2023-03-01,delhi,4-wheelers,1544,18638
1511,2023-03-01,dnh and dd,2-wheelers,5,902
1512,2023-03-01,dnh and dd,4-wheelers,2,485
1513,2023-03-01,goa,2-wheelers,837,5064
1514,2023-03-01,goa,4-wheelers,112,2439
1515,2023-03-01,gujarat,2-wheelers,7790,92417
1516,2023-03-01,gujarat,4-wheelers,498,26082
1517,2023-03-01,haryana,2-wheelers,714,33171
1518,2023-03-01,haryana,4-wheelers,477,21547
1519,2023-03-01,himachal pradesh,2-wheelers,91,4543
1520,2023-03-01,himachal pradesh,4-wheelers,7,3574
1521,2023-03-01,jammu and kashmir,2-wheelers,198,7789
1522,2023-03-01,jammu and kashmir,4-wheelers,17,5388
1523,2023-03-01,jharkhand,2-wheelers,797,39001
1524,2023-03-01,jharkhand,4-wheelers,52,4670
1525,2023-03-01,karnataka,2-wheelers,13056,104953
1526,2023-03-01,karnataka,4-wheelers,1062,28169
1527,2023-03-01,kerala,2-wheelers,6773,50705
1528,2023-03-01,kerala,4-wheelers,1107,24727
1529,2023-03-01,ladakh,2-wheelers,0,30
1530,2023-03-01,ladakh,4-wheelers,0,59
1531,2023-03-01,madhya pradesh,2-wheelers,3213,100653
1532,2023-03-01,madhya pradesh,4-wheelers,159,14745
1533,2023-03-01,maharashtra,2-wheelers,17077,154632
1534,2023-03-01,maharashtra,4-wheelers,1389,42854
1535,2023-03-01,manipur,2-wheelers,3,3985
1536,2023-03-01,manipur,4-wheelers,0,320
1537,2023-03-01,meghalaya,2-wheelers,1,1907
1538,2023-03-01,meghalaya,4-wheelers,0,1369
1539,2023-03-01,mizoram,2-wheelers,10,1615
1540,2023-03-01,mizoram,4-wheelers,0,433
1541,2023-03-01,nagaland,2-wheelers,0,693
1542,2023-03-01,nagaland,4-wheelers,0,820
